0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0.0092,0,0,0.0092,0.0092,0,0.0092,0.0183,0.0183,0.0183,0.0367,0.0367,0.0367,0.055,0.0641,0.0641,0.0733,0.0642,0.055,0.055,0.0367,0.0458,0.0367,0.0367,0.0367,0.0275,0.0275,0.0367,0.0275,0.0183,0.0275,0.0275,0.0183,0.0275,0.0092,0.0092,0,0,0,1,1
0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0.0092,0,0,0,0.0092,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0183,0.0092,0.0275,0.0275,0.0367,0.0458,0.0458,0.0641,0.0641,0.0733,0.0641,0.055,0.055,0.0458,0.0367,0.0458,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,1
0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0.0092,0,0,0.0092,0.0092,0,0.0092,0.0183,0.0092,0.0275,0.0275,0.0367,0.0458,0.0458,0.0641,0.0641,0.0733,0.0641,0.0641,0.0458,0.0458,0.0367,0.0458,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,1
0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0092,0.0092,0.0183,0.0275,0.0367,0.0367,0.0458,0.0641,0.0642,0.0733,0.0733,0.055,0.055,0.0458,0.0458,0.0458,0.0367,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0.0092,0,0,0,1,0.992
0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0092,0.0092,0.0183,0.0275,0.0275,0.0458,0.0367,0.055,0.0733,0.0733,0.0733,0.055,0.055,0.0458,0.0458,0.0367,0.0458,0.0275,0.0367,0.0275,0.0367,0.0275,0.0275,0.0183,0.0275,0.0275,0.0183,0.0183,0.0183,0,0,0,1,0.992
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0092,0.0092,0.0275,0.0183,0.0367,0.0367,0.0458,0.055,0.0641,0.0642,0.0642,0.0642,0.055,0.0458,0.0458,0.0367,0.0367,0.0367,0.0367,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0,0,0,1,0.992
0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0092,0.0092,0.0183,0.0183,0.0275,0.0367,0.0367,0.0458,0.0641,0.0641,0.0733,0.0641,0.055,0.055,0.0458,0.0367,0.0367,0.0367,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,0.976
0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0092,0.0183,0.0183,0.0275,0.0367,0.0458,0.0458,0.055,0.0641,0.0733,0.0641,0.0641,0.0458,0.0458,0.0367,0.0458,0.0275,0.0367,0.0367,0.0275,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,0.976
0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0,0.0092,0,0,0.0092,0,0.0092,0,0.0092,0.0183,0.0092,0.0275,0.0275,0.0275,0.0458,0.0458,0.055,0.0641,0.0733,0.0641,0.055,0.055,0.0458,0.0366,0.0458,0.0275,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,0.968
0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0.0092,0,0,0.0092,0,0.0092,0,0.0092,0.0092,0.0092,0.0183,0.0183,0.0275,0.0367,0.0458,0.0458,0.055,0.0641,0.0733,0.0641,0.055,0.0458,0.0458,0.0458,0.0367,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0275,0.0183,0.0275,0.0183,0.0183,0.0183,0.0092,0,0,0,1,0.968
0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0.0092,0,0,0,0.0092,0,0,0.0092,0,0.0092,0.0092,0.0183,0.0183,0.0183,0.0367,0.0367,0.0458,0.055,0.0642,0.0733,0.0733,0.055,0.055,0.0458,0.0458,0.0367,0.0367,0.0367,0.0275,0.0367,0.0275,0.0275,0.0275,0.0183,0.0275,0.0275,0.0183,0.0183,0.0092,0,0,0,1,0.976
