length,dataset,rmse,mae
20,50,0.073275725543499,0.04129546880722046
30,50,0.0557940736413002,0.028503396734595298
40,50,0.03903432711958885,0.019785479083657263
50,50,0.0247342836111784,0.011955268308520317
80,50,0.005599850881844759,0.003099969634786248
20,20,0.06608250290155411,0.03641882911324501
30,20,0.05419549271464348,0.02899569980800152
40,20,0.04057391434907913,0.021887744218111037
50,20,0.02921242415904999,0.01563618443906307
80,20,0.007860772963613271,0.004837758839130402
