length,dataset,rmse,mae
20,50,0.07951966309198014,0.042951532681447836
30,50,0.059513961839498954,0.029134971173244466
40,50,0.04319613054107606,0.020569445292925072
50,50,0.026581943204998702,0.013468377469269563
80,50,0.012466895044155341,0.007418497918648817
20,20,0.08242389197580025,0.04323840608016897
30,20,0.06960206895336576,0.03490625081485689
40,20,0.057815427208423045,0.02702150197010227
50,20,0.04449967585542686,0.020996894572546755
80,20,0.01859962641864917,0.011881969139215584
