length,dataset,rmse,mae
100,5,0.0035076256841421126,0.0026196048595011233
100,10,0.003030714672058821,0.0020614829147234557
100,20,0.004173689940944314,0.0024033932015299795
100,50,0.0027205005288124086,0.0017002355307340622
