length,dataset,rmse,mae
20,50,0.08128765970468521,0.04192053899168968
30,50,0.06426941230893135,0.029037165641784667
40,50,0.050775466859340666,0.020573859661817552
50,50,0.03071906901896,0.012033030763268471
80,50,0.0060232806019484995,0.002936852350831032
20,20,0.08053119778633118,0.039681746065616606
30,20,0.06680957973003387,0.030860259011387826
40,20,0.05685710534453392,0.0239326361566782
50,20,0.037665067613124846,0.0164560342207551
80,20,0.009371572360396384,0.004752703849226237
