length,dataset,rmse,mae
20,50,0.11092382210310939,0.0735063223353424
30,50,0.09089692453756665,0.06075336786667519
40,50,0.07795342099485543,0.05173426954187323
50,50,0.06110957441060814,0.043398562590270244
80,50,0.03848215160888028,0.030976457835522858
20,20,0.10750882137420548,0.07000540682309361
30,20,0.08893529061243602,0.05944605163904437
40,20,0.0789691496653244,0.05168967479025882
50,20,0.06761126891770342,0.04615464631665707
80,20,0.04368266209943688,0.03767508400284569
