length,dataset,rmse,mae
20,50,0.07664731442928314,0.042765145748853685
30,50,0.05806692913174629,0.02955690547823906
40,50,0.042810092121362685,0.021071751788258552
50,50,0.025361638516187668,0.012432662397623062
80,50,0.00496934000402689,0.0030703913420438767
20,20,0.07375460267066955,0.040162353217601775
30,20,0.060667320340871814,0.032247057929635045
40,20,0.04837071746587753,0.024665779992938043
50,20,0.03401731550693512,0.017794425785541534
80,20,0.008944636955857278,0.005573788750916719
