length,dataset,rmse,mae
100,5,0.012136399000883102,0.008233213424682617
100,10,0.008349135611206293,0.00516558550298214
100,20,0.006085094250738621,0.0035497540142387153
100,50,0.003418924240395427,0.0020972518250346184
