length,dataset,rmse,mae
100,5,0.04591304561408294,0.031375520719697535
100,10,0.01958008330250967,0.013972330067264092
100,20,0.015438694735509509,0.0109317401822822
100,50,0.010846153514423865,0.007044183623825873
