length,dataset,rmse,mae
100,5,0.011607301980257034,0.00799300828948617
100,10,0.00775356525555253,0.004884523525834084
100,20,0.005391392856836319,0.0034544421825557945
100,50,0.003013293817639351,0.0020600031828507783
